time,|spark
1542|,|87
1542|,|87
1543|,|87
1544|,|87
1544|,|88
1545|,|88
1546|,|88
1546|,|88
1547|,|88
1548|,|88
1548|,|89
1549|,|91
1550|,|89
1550|,|89
1551|,|90
1552|,|90
1552|,|91
1553|,|92
1554|,|92
1554|,|92
1555|,|92
1556|,|93
1556|,|93
1557|,|93
1558|,|94
1558|,|94
1559|,|94
1559|,|94
1560|,|94
1561|,|95
1561|,|94
1562|,|95
1563|,|95
1563|,|94
1564|,|95
1565|,|95
1565|,|96
1566|,|95
1567|,|96
1567|,|96
1568|,|97
1569|,|97
1569|,|98
1570|,|97
1571|,|97
1571|,|98
1572|,|98
1573|,|98
1573|,|98
1574|,|98
1575|,|98
1575|,|97
1576|,|99
1577|,|99
1577|,|99
1579|,|99
1580|,|99
1580|,|99
1581|,|100
1582|,|100
1583|,|103
1583|,|101
1584|,|100
1585|,|102
1586|,|102
1586|,|101
1587|,|102
1588|,|102
1589|,|103
1589|,|104
1590|,|104
1591|,|104
1592|,|104
1592|,|104
1593|,|104
1594|,|105
1595|,|105
1595|,|106
1596|,|105
1597|,|107
1598|,|107
1598|,|107
1599|,|107
1600|,|107
1601|,|105
1601|,|109
1602|,|109
1603|,|109
1603|,|109
1604|,|109
1605|,|110
1606|,|111
1606|,|111
1607|,|110
1608|,|111
1609|,|111
1609|,|111
1610|,|111
1611|,|111
1612|,|111
1612|,|110
1613|,|112
1614|,|112
1615|,|112
1615|,|113
1616|,|113
1617|,|113
1618|,|114
1618|,|114
1619|,|114
1620|,|114
1622|,|115
1622|,|116
1623|,|115
1624|,|115
1625|,|115
1625|,|114
1626|,|117
1627|,|116
1628|,|116
1628|,|116
1629|,|116
1630|,|114
1631|,|117
1631|,|117
1632|,|118
1633|,|118
1634|,|118
1634|,|118
1635|,|118
1636|,|119
1637|,|119
1637|,|119
1638|,|120
1639|,|120
1640|,|119
1640|,|119
1641|,|120
1642|,|117
1643|,|120
1643|,|121
1644|,|120
1645|,|120
1646|,|121
1646|,|121
1647|,|121
1648|,|120
1649|,|121
1649|,|120
1650|,|122
1651|,|122
1652|,|121
1652|,|121
1653|,|121
1654|,|121
1655|,|122
1655|,|122
1656|,|122
1657|,|122
1658|,|122
1658|,|123
1659|,|123
1660|,|122
1661|,|123
1661|,|122
1662|,|123
1664|,|123
1665|,|123
1665|,|123
1666|,|123
1667|,|123
1668|,|124
1668|,|124
1669|,|124
1670|,|124
1670|,|125
1671|,|125
1672|,|126
1673|,|125
1673|,|126
1674|,|125
1675|,|126
1676|,|126
1676|,|126
1677|,|126
1678|,|126
1679|,|126
1679|,|126
1680|,|126
1681|,|126
1682|,|126
1682|,|126
1683|,|127
1684|,|127
1685|,|127
1685|,|126
1686|,|127
1687|,|128
1688|,|128
1688|,|128
1689|,|128
1690|,|129
1691|,|128
1691|,|129
1692|,|129
1693|,|129
1694|,|129
1694|,|129
1695|,|129
1696|,|129
1697|,|128
1697|,|128
1698|,|128
1699|,|129
1700|,|129
1700|,|130
1701|,|128
1702|,|128
1703|,|128
1703|,|129
1704|,|129
1705|,|129
1707|,|128
1707|,|128
1708|,|129
1709|,|129
1710|,|128
1710|,|128
1711|,|128
1712|,|128
1713|,|128
1713|,|129
1714|,|127
1715|,|127
1716|,|127
1716|,|128
1717|,|128
1718|,|128
1719|,|127
1719|,|127
1720|,|128
1721|,|128
1722|,|128
1722|,|128
1723|,|128
1724|,|129
1725|,|129
1725|,|129
1726|,|128
1727|,|128
1728|,|128
1728|,|129
1729|,|129
1730|,|132
1731|,|130
1731|,|128
1732|,|131
1733|,|132
1733|,|132
1734|,|133
1735|,|133
1736|,|134
1736|,|134
1737|,|135
1738|,|135
1739|,|135
1739|,|135
1740|,|136
1741|,|136
1742|,|140
1742|,|137
1743|,|136
1744|,|138
1745|,|139
1745|,|138
1746|,|138
1747|,|139
1748|,|139
1748|,|141
1750|,|141
1751|,|141
1752|,|141
1752|,|141
1753|,|142
1754|,|143
1755|,|143
1755|,|143
1756|,|142
1757|,|144
1758|,|144
1758|,|144
1759|,|144
1760|,|144
1761|,|143
1761|,|145
1762|,|145
1763|,|145
1764|,|145
1764|,|145
1765|,|146
1766|,|147
1767|,|147
1767|,|146
1768|,|146
1769|,|148
1770|,|148
1770|,|148
1771|,|148
1772|,|148
1773|,|147
1773|,|149
1774|,|150
1775|,|149
1776|,|149
1776|,|149
1777|,|150
1778|,|150
1779|,|151
1779|,|151
1780|,|151
1781|,|151
1782|,|152
1782|,|152
1783|,|151
1784|,|151
1785|,|151
1785|,|153
1786|,|153
1787|,|153
1788|,|152
1788|,|153
1789|,|152
1790|,|154
1792|,|154
1792|,|155
1793|,|155
1794|,|155
1795|,|155
1795|,|155
1796|,|154
1797|,|154
1798|,|155
1798|,|156
1799|,|156
1800|,|155
1800|,|155
1801|,|155
1802|,|153
1803|,|157
1803|,|157
1804|,|157
1805|,|156
1806|,|157
1806|,|157
1807|,|157
1808|,|157
1809|,|157
1809|,|157
1810|,|158
1811|,|158
1812|,|157
1812|,|157
1813|,|157
1814|,|157
1815|,|158
1815|,|159
1816|,|157
1817|,|158
1818|,|159
1818|,|159
1819|,|159
1820|,|159
1821|,|159
1821|,|159
1822|,|160
1823|,|160
1824|,|160
1824|,|159
1825|,|159
1826|,|159
1827|,|161
1827|,|161
1828|,|160
1829|,|160
1830|,|161
1830|,|161
1831|,|163
1832|,|161
1833|,|161
1833|,|161
1835|,|162
1836|,|162
1837|,|163
1837|,|163
1838|,|163
1839|,|163
1840|,|163
1840|,|163
1841|,|162
1842|,|162
1843|,|163
1843|,|163
1844|,|164
1845|,|162
1846|,|162
1846|,|162
1847|,|163
1848|,|164
1849|,|165
1849|,|163
1850|,|163
1851|,|163
1852|,|164
1852|,|164
1853|,|164
1854|,|164
1855|,|164
1855|,|165
1856|,|165
1857|,|164
1858|,|164
1858|,|164
1859|,|165
1860|,|165
1861|,|167
1861|,|164
1862|,|164
1863|,|164
1863|,|165
1864|,|165
1865|,|165
1866|,|164
1866|,|165
1867|,|166
1868|,|166
1869|,|165
1869|,|164
1870|,|165
1871|,|166
1872|,|166
1872|,|166
1873|,|165
1874|,|165
1875|,|165
1875|,|166
1876|,|166
1878|,|166
1879|,|165
1879|,|163
1880|,|166
1881|,|166
1882|,|167
1882|,|166
1883|,|166
1884|,|167
1885|,|166
1885|,|167
1886|,|165
1887|,|166
1888|,|166
1888|,|167
1889|,|167
1890|,|169
1891|,|166
1891|,|166
1892|,|167
1893|,|167
1894|,|167
1894|,|167
1895|,|167
1896|,|167
1897|,|167
1897|,|167
1898|,|166
1899|,|166
1900|,|166
1900|,|167
1901|,|168
1902|,|169
1903|,|167
1903|,|166
1904|,|168
1905|,|168
1906|,|167
1906|,|167
1907|,|168
1908|,|167
1909|,|169
1909|,|169
1910|,|168
1911|,|168
1912|,|168
1912|,|169
1913|,|169
1914|,|169
1915|,|168
1915|,|168
1916|,|169
1917|,|170
1918|,|168
1918|,|168
1920|,|169
1921|,|169
1922|,|170
1922|,|170
1923|,|170
1924|,|170
1925|,|169
1925|,|171
1926|,|171
1927|,|171
1928|,|170
1928|,|169
1929|,|171
1930|,|171
1930|,|170
1931|,|169
1932|,|169
1933|,|168
1933|,|170
1934|,|171
1935|,|170
1936|,|170
1936|,|170
1937|,|171
1938|,|172
1939|,|172
1939|,|172
1940|,|172
1941|,|172
1942|,|172
1942|,|172
1943|,|171
1944|,|170
1945|,|170
1945|,|172
1946|,|172
1947|,|171
1948|,|170
1948|,|171
1949|,|171
1950|,|172
1951|,|172
1951|,|171
1952|,|171
1953|,|172
1954|,|172
1954|,|171
1955|,|170
1956|,|170
1957|,|169
1957|,|171
1958|,|172
1959|,|170
1960|,|171
1960|,|171
1961|,|171
1963|,|172
1964|,|172
1964|,|172
1965|,|171
1966|,|172
1967|,|173
1967|,|172
1968|,|171
1969|,|172
1970|,|172
1970|,|173
1971|,|173
1972|,|172
1973|,|172
1973|,|172
1974|,|170
1975|,|173
1976|,|173
1976|,|172
1977|,|172
1978|,|173
1979|,|173
1979|,|173
1980|,|172
1981|,|172
1982|,|172
1982|,|173
1983|,|173
1984|,|174
1985|,|174
1985|,|174
1986|,|174
1987|,|175
1988|,|175
1988|,|174
1989|,|175
1990|,|175
1991|,|176
1991|,|176
1992|,|176
1993|,|177
1994|,|175
1994|,|176
1995|,|176
1996|,|175
1996|,|175
1997|,|175
1998|,|175
1999|,|177
1999|,|177
2000|,|175
2001|,|176
2002|,|177
2002|,|177
2003|,|177
2004|,|176
2006|,|176
2006|,|176
2007|,|177
2008|,|178
2009|,|177
2009|,|176
2010|,|176
2011|,|176
2012|,|177
2012|,|177
2013|,|176
2014|,|176
2015|,|177
2015|,|177
2016|,|177
2017|,|176
2018|,|176
2018|,|176
2019|,|177
2020|,|177
2021|,|177
2021|,|176
2022|,|177
2023|,|177
2024|,|178
2024|,|178
2025|,|177
2026|,|177
2027|,|178
2027|,|178
2028|,|180
2029|,|177
2030|,|177
2030|,|177
2031|,|178
2032|,|178
2033|,|179
2033|,|178
2034|,|178
2035|,|178
2036|,|179
2036|,|180
2037|,|179
2038|,|179
2039|,|180
2039|,|181
2040|,|181
2041|,|181
2042|,|182
2042|,|182
2043|,|183
2044|,|184
2045|,|185
2045|,|186
2046|,|187
2048|,|188
2049|,|190
2049|,|191
2050|,|192
2051|,|194
2052|,|196
2052|,|199
2053|,|200
2054|,|200
2055|,|202
2055|,|204
2056|,|206
2057|,|208
2058|,|209
2058|,|209
2059|,|209
2060|,|211
2060|,|213
2061|,|215
2062|,|215
2063|,|214
2063|,|214
2064|,|217
2065|,|218
2066|,|218
2066|,|218
2067|,|219
2068|,|221
2069|,|223
2069|,|223
2070|,|223
2071|,|223
2072|,|224
2072|,|226
2073|,|227
2074|,|228
2075|,|227
2075|,|226
2076|,|230
2077|,|230
2078|,|229
2078|,|230
2079|,|230
2080|,|232
2081|,|233
2081|,|233
2082|,|232
2083|,|232
2084|,|232
2084|,|234
2085|,|237
2086|,|236
2087|,|236
2087|,|236
2088|,|236
2089|,|236
2091|,|235
2091|,|235
2092|,|235
2093|,|233
2094|,|236
2094|,|236
2095|,|235
2096|,|234
2097|,|234
2097|,|235
2098|,|236
2099|,|235
2100|,|234
2100|,|233
2101|,|235
2102|,|236
2103|,|234
2103|,|233
2104|,|233
2105|,|232
2106|,|235
2106|,|235
2107|,|233
2108|,|233
2109|,|232
2109|,|233
2110|,|234
2111|,|234
2112|,|232
2112|,|232
2113|,|233
2114|,|233
2115|,|232
2115|,|231
2116|,|231
2117|,|230
2118|,|233
2118|,|233
2119|,|231
2120|,|231
2121|,|231
2121|,|232
2122|,|233
2123|,|233
2124|,|231
2124|,|231
2125|,|233
2126|,|233
2126|,|232
2127|,|231
2128|,|231
2129|,|230
2129|,|233
2130|,|233
2131|,|233
2132|,|233
2132|,|233
2134|,|234
2135|,|233
2136|,|233
2136|,|232
2137|,|231
2138|,|231
2139|,|233
2139|,|234
2140|,|235
2141|,|232
2142|,|232
2142|,|234
2143|,|234
2144|,|234
2145|,|234
2145|,|234
2146|,|234
2147|,|234
2148|,|234
2148|,|232
2149|,|232
2150|,|234
2151|,|234
2151|,|233
2152|,|233
2153|,|233
2154|,|232
2154|,|234
2155|,|235
2156|,|233
2157|,|233
2157|,|232
2158|,|232
2159|,|235
2160|,|235
2160|,|233
2161|,|233
2162|,|233
2163|,|234
2163|,|235
2164|,|235
2165|,|234
2166|,|234
2166|,|236
2167|,|236
2168|,|235
2169|,|235
2169|,|235
2170|,|235
2171|,|237
2172|,|237
2172|,|236
2173|,|236
2174|,|236
2176|,|234
2176|,|238
2177|,|238
2178|,|236
2179|,|236
2179|,|238
2180|,|238
2181|,|237
2182|,|236
2182|,|236
2183|,|236
2184|,|239
2185|,|239
2185|,|238
2186|,|238
2187|,|240
2188|,|240
2188|,|240
2189|,|241
2190|,|240
2190|,|241
2191|,|241
2192|,|241
2193|,|240
2193|,|239
2194|,|239
2195|,|239
2196|,|241
2196|,|242
2197|,|240
2198|,|239
2199|,|240
2199|,|239
2200|,|242
2201|,|242
2202|,|241
2202|,|240
2203|,|243
2204|,|243
2205|,|243
2205|,|242
2206|,|242
2207|,|242
2208|,|244
2208|,|244
2209|,|243
2210|,|242
2211|,|242
2211|,|242
2212|,|244
2213|,|245
2214|,|243
2214|,|243
2215|,|244
2216|,|245
2217|,|246
2217|,|243
2219|,|243
2220|,|244
2221|,|245
2221|,|246
2222|,|245
2223|,|244
2224|,|244
2224|,|245
2225|,|246
2226|,|247
2227|,|246
2227|,|245
2228|,|247
2229|,|247
2230|,|247
2230|,|245
2231|,|245
2232|,|245
2233|,|247
2233|,|248
2234|,|248
2235|,|248
2236|,|248
2236|,|249
2237|,|249
2238|,|247
2239|,|247
2239|,|247
2240|,|248
2241|,|249
2242|,|249
2242|,|247
2243|,|247
2244|,|247
2245|,|249
2245|,|249
2246|,|248
2247|,|249
2248|,|248
2248|,|249
2249|,|248
2250|,|249
2251|,|249
2251|,|250
2252|,|247
2253|,|249
2254|,|249
2254|,|247
2255|,|247
2256|,|247
2256|,|249
2257|,|248
2258|,|250
2259|,|247
2259|,|247
2260|,|249
2262|,|249
2263|,|247
2263|,|247
2264|,|247
2265|,|246
2266|,|249
2266|,|249
2267|,|247
2268|,|247
2269|,|248
2269|,|249
2270|,|250
2271|,|250
2272|,|248
2272|,|248
2273|,|249
2274|,|250
2275|,|251
2275|,|253
2276|,|249
2277|,|249
2278|,|251
2278|,|251
2279|,|249
2280|,|249
2281|,|249
2281|,|250
2282|,|252
2283|,|252
2284|,|250
2284|,|250
2285|,|250
2286|,|252
2287|,|253
2287|,|255
2288|,|252
2289|,|252
2290|,|254
2290|,|254
2291|,|254
2292|,|254
2293|,|255
2293|,|254
2294|,|255
2295|,|255
2296|,|253
2296|,|253
2297|,|254
2298|,|256
2299|,|256
2299|,|257
2300|,|255
2301|,|256
2302|,|258
2302|,|259
2304|,|257
2305|,|257
2306|,|257
2306|,|257
2307|,|260
2308|,|260
2309|,|258
2309|,|258
2310|,|260
2311|,|260
2312|,|259
2312|,|257
2313|,|257
2314|,|257
2315|,|259
2315|,|259
2316|,|258
2317|,|257
2318|,|257
2318|,|257
2319|,|259
2320|,|260
2321|,|258
2321|,|257
2322|,|260
2323|,|260
2323|,|262
2324|,|258
2325|,|258
2326|,|257
2326|,|259
2327|,|260
2328|,|258
2329|,|257
2329|,|257
2330|,|257
2331|,|259
2332|,|259
2332|,|257
2333|,|256
2334|,|257
2335|,|256
2335|,|259
2336|,|259
2337|,|259
2338|,|259
2338|,|260
2339|,|259
2340|,|259
2341|,|259
2341|,|260
2342|,|259
2343|,|260
2344|,|260
2344|,|260
2345|,|258
2347|,|259
2348|,|260
2348|,|260
2349|,|259
2350|,|258
2351|,|259
2351|,|261
2352|,|262
2353|,|261
2354|,|260
2354|,|261
2355|,|260
2356|,|263
2357|,|264
2357|,|262
2358|,|262
2359|,|262
2360|,|262
2360|,|264
2361|,|265
2362|,|263
2363|,|263
2363|,|265
2364|,|266
2365|,|267
2366|,|264
2366|,|265
2367|,|264
2368|,|266
2369|,|267
2369|,|266
2370|,|265
2371|,|265
2372|,|265
2372|,|268
2373|,|268
2374|,|266
2375|,|266
2375|,|268
2376|,|268
2377|,|269
2378|,|266
2378|,|266
2379|,|265
2380|,|268
2381|,|268
2381|,|267
2382|,|266
2383|,|266
2384|,|266
2384|,|269
2385|,|269
2386|,|268
2386|,|267
2387|,|269
2388|,|270
2390|,|270
2390|,|268
2391|,|268
2392|,|268
2393|,|270
2393|,|271
2394|,|271
2395|,|271
2396|,|271
2396|,|271
2397|,|272
2398|,|271
2399|,|270
2399|,|269
2400|,|270
2401|,|271
2402|,|271
2402|,|270
2403|,|269
2404|,|269
2405|,|271
2405|,|271
2406|,|272
2407|,|269
2408|,|269
2408|,|269
2409|,|271
2410|,|271
2411|,|270
2411|,|269
2412|,|269
2413|,|271
2414|,|271
2414|,|269
2415|,|268
2416|,|268
2417|,|270
2417|,|271
2418|,|271
2419|,|269
2420|,|269
2420|,|268
2421|,|271
2422|,|271
2423|,|270
2423|,|269
2424|,|268
2425|,|271
2426|,|271
2426|,|269
2427|,|268
2428|,|268
2429|,|269
2429|,|270
2430|,|270
2432|,|268
2433|,|267
2433|,|267
2434|,|269
2435|,|270
2436|,|270
2436|,|268
2437|,|268
2438|,|270
2439|,|270
2439|,|270
2440|,|270
2441|,|270
2442|,|272
2442|,|270
2443|,|270
2444|,|268
2445|,|268
2445|,|268
2446|,|270
2447|,|270
2448|,|270
2448|,|268
2449|,|267
2450|,|270
2451|,|270
2451|,|269
2452|,|268
2453|,|268
2453|,|268
2454|,|271
2455|,|271
2456|,|269
2456|,|268
2457|,|268
2458|,|270
2459|,|270
2459|,|270
2460|,|268
2461|,|268
2462|,|270
2462|,|270
2463|,|268
2464|,|267
2465|,|267
2465|,|267
2466|,|269
2467|,|269
2468|,|267
2468|,|267
2469|,|267
2470|,|268
2471|,|270
2471|,|270
2472|,|268
2473|,|267
2475|,|269
2475|,|270
2476|,|268
2477|,|267
2478|,|267
2478|,|267
2479|,|269
2480|,|269
2481|,|267
2481|,|266
2482|,|266
2483|,|265
2484|,|268
2484|,|268
2485|,|269
2486|,|269
2487|,|269
2487|,|268
2488|,|269
2489|,|269
2490|,|269
2490|,|268
2491|,|268
2492|,|268
2493|,|267
2493|,|267
2494|,|264
2495|,|264
2496|,|266
2496|,|265
2497|,|265
2498|,|265
2499|,|265
2499|,|264
2500|,|263
2501|,|262
2502|,|261
2502|,|261
2503|,|263
2504|,|263
2505|,|261
2505|,|261
2506|,|260
2507|,|259
2508|,|261
2508|,|261
2509|,|258
2510|,|258
2511|,|259
2511|,|258
2512|,|257
2513|,|255
2514|,|254
2514|,|253
2515|,|254
2516|,|254
2516|,|252
2518|,|251
2519|,|251
2520|,|251
2520|,|253
2521|,|253
2522|,|251
2523|,|250
2523|,|252
2524|,|251
2525|,|251
2526|,|249
2526|,|248
2527|,|247
2528|,|249
2529|,|248
2529|,|247
2530|,|245
2531|,|245
2532|,|244
2532|,|246
2533|,|246
2534|,|245
2535|,|244
2535|,|246
2536|,|246
2537|,|247
2538|,|244
2538|,|244
2539|,|244
2540|,|246
2541|,|245
2541|,|246
2542|,|245
2543|,|245
2544|,|245
2544|,|245
2545|,|245
2546|,|243
2547|,|243
2547|,|244
2548|,|244
2549|,|244
2550|,|242
2550|,|242
2551|,|242
2552|,|244
2553|,|244
2553|,|246
2554|,|243
2555|,|243
2556|,|242
2556|,|244
2557|,|244
2558|,|243
2560|,|243
2560|,|244
2561|,|245
2562|,|244
2563|,|244
2563|,|243
2564|,|243
2565|,|245
2566|,|245
2566|,|245
2567|,|244
2568|,|243
2569|,|244
2569|,|246
2570|,|246
2571|,|245
2572|,|244
2572|,|244
2573|,|247
2574|,|247
2575|,|246
2575|,|245
2576|,|245
2577|,|247
2578|,|247
2578|,|248
2579|,|246
2580|,|246
2581|,|246
2581|,|248
2582|,|249
2583|,|250
2583|,|247
2584|,|248
2585|,|249
2586|,|250
2586|,|250
2587|,|252
2588|,|251
2589|,|252
2589|,|251
2590|,|251
2591|,|249
2592|,|249
2592|,|249
2593|,|250
2594|,|251
2595|,|251
2595|,|249
2596|,|248
2597|,|251
2598|,|250
2598|,|251
2599|,|251
2600|,|251
2601|,|250
2601|,|251
2603|,|251
2604|,|249
2605|,|249
2605|,|251
2606|,|251
2607|,|250
2608|,|249
2608|,|249
2609|,|249
2610|,|251
2611|,|251
2611|,|249
2612|,|248
2613|,|248
2614|,|248
2614|,|250
2615|,|250
2616|,|248
2617|,|248
2617|,|248
2618|,|249
2619|,|250
2620|,|250
2620|,|248
2621|,|248
2622|,|249
2623|,|250
2623|,|248
2624|,|247
2625|,|246
2626|,|246
2626|,|248
2627|,|248
2628|,|245
2629|,|244
2629|,|244
2630|,|244
2631|,|245
2632|,|245
2632|,|243
2633|,|242
2634|,|244
2635|,|243
2635|,|243
2636|,|242
2637|,|241
2638|,|241
2638|,|243
2639|,|243
2640|,|241
2641|,|240
2641|,|240
2642|,|240
2643|,|242
2644|,|242
2644|,|241
2646|,|242
2647|,|241
2647|,|241
2648|,|241
2649|,|239
2650|,|239
2650|,|239
2651|,|240
2652|,|241
2653|,|239
2653|,|238
2654|,|238
2655|,|238
2656|,|240
2656|,|240
2657|,|239
2658|,|238
2659|,|240
2659|,|240
2660|,|239
2661|,|239
2662|,|239
2662|,|238
2663|,|240
2664|,|240
2665|,|238
2665|,|238
2666|,|238
2667|,|238
2668|,|240
2668|,|240
2669|,|239
2670|,|239
2671|,|240
2671|,|241
2672|,|241
2673|,|239
2674|,|239
2674|,|238
2675|,|240
2676|,|240
2677|,|239
2677|,|238
2678|,|238
2679|,|237
2680|,|239
2680|,|239
2681|,|239
2682|,|237
2683|,|239
2683|,|239
2684|,|239
2685|,|238
2686|,|237
2686|,|237
2688|,|239
2689|,|240
2690|,|239
2690|,|239
2691|,|240
2692|,|239
2693|,|240
2693|,|239
2694|,|238
2695|,|237
2696|,|238
2696|,|239
2697|,|239
2698|,|237
2699|,|236
2699|,|236
2700|,|238
2701|,|238
2702|,|239
2702|,|237
2703|,|237
2704|,|236
2705|,|238
2705|,|238
2706|,|237
2707|,|236
2708|,|237
2708|,|238
2709|,|238
2710|,|236
2711|,|236
2711|,|235
2712|,|237
2713|,|237
2713|,|239
2714|,|235
2715|,|235
2716|,|235
2716|,|237
2717|,|237
2718|,|236
2719|,|235
2719|,|233
2720|,|237
2721|,|237
2722|,|235
2722|,|235
2723|,|235
2724|,|236
2725|,|236
2725|,|236
2726|,|235
2727|,|234
2728|,|234
2728|,|236
2729|,|236
2731|,|236
2732|,|234
2732|,|233
2733|,|236
2734|,|236
2735|,|233
2735|,|233
2736|,|234
2737|,|235
2738|,|236
2738|,|235
2739|,|233
2740|,|234
2741|,|233
2741|,|235
2742|,|236
2743|,|235
2744|,|233
2744|,|232
2745|,|234
2746|,|235
2747|,|234
2747|,|234
2748|,|233
2749|,|234
2750|,|233
2750|,|233
2751|,|231
2752|,|231
2753|,|231
2753|,|232
2754|,|232
2755|,|232
2756|,|230
2756|,|230
2757|,|232
2758|,|232
2759|,|230
2759|,|229
2760|,|229
2761|,|227
2762|,|230
2762|,|230
2763|,|228
2764|,|228
2765|,|228
2765|,|229
2766|,|230
2767|,|230
2768|,|228
2768|,|228
2769|,|230
2770|,|230
2771|,|229
2771|,|229
2772|,|229
2774|,|227
2775|,|230
2775|,|230
2776|,|229
2777|,|228
2778|,|228
2778|,|229
2779|,|230
2780|,|230
2780|,|228
2781|,|228
2782|,|230
2783|,|230
2783|,|229
2784|,|228
2785|,|228
2786|,|228
2786|,|230
2787|,|230
2788|,|229
2789|,|228
2789|,|228
2790|,|228
2791|,|230
2792|,|231
2792|,|230
2793|,|230
2794|,|230
2795|,|230
2795|,|230
2796|,|229
2797|,|228
2798|,|227
2798|,|229
2799|,|229
2800|,|228
2801|,|227
2801|,|227
2802|,|226
2803|,|228
2804|,|229
2804|,|227
2805|,|227
2806|,|228
2807|,|228
2807|,|227
2808|,|226
2809|,|226
2810|,|226
2810|,|228
2811|,|228
2812|,|226
2813|,|226
2813|,|225
2814|,|224
2816|,|227
2817|,|227
2817|,|225
2818|,|225
2819|,|227
2820|,|227
2820|,|229
2821|,|225
2822|,|225
2823|,|225
2823|,|226
2824|,|226
2825|,|225
2826|,|224
2826|,|224
2827|,|224
2828|,|225
2829|,|225
2829|,|224
2830|,|223
2831|,|225
2832|,|225
2832|,|226
2833|,|223
2834|,|222
2835|,|222
2835|,|224
2836|,|224
2837|,|224
2838|,|224
2838|,|224
2839|,|224
2840|,|224
2841|,|224
2841|,|224
2842|,|224
2843|,|224
2843|,|224
2844|,|223
2845|,|223
2846|,|224
2846|,|221
2847|,|223
2848|,|223
2849|,|223
2849|,|223
2850|,|217
2851|,|223
2852|,|223
2852|,|223
2853|,|221
2854|,|220
2855|,|222
2855|,|222
2856|,|222
2857|,|220
2859|,|221
2859|,|220
2860|,|222
2861|,|222
2862|,|223
2862|,|220
2863|,|221
2864|,|221
2865|,|217
2865|,|223
2866|,|222
2867|,|221
2868|,|221
2868|,|221
2869|,|221
2870|,|216
2871|,|214
2871|,|223
2872|,|218
2873|,|223
2874|,|218
2874|,|222
2875|,|221
2876|,|221
2877|,|222
2877|,|221
2878|,|220
2879|,|219
2880|,|218
2880|,|220
2881|,|220
2882|,|219
2883|,|218
2883|,|218
2884|,|219
2885|,|220
2886|,|220
2886|,|218
2887|,|218
2888|,|218
2889|,|220
2889|,|220
2890|,|220
2891|,|218
2892|,|216
2892|,|220
2893|,|220
2894|,|219
2895|,|220
2895|,|219
2896|,|220
2897|,|219
2898|,|219
2898|,|217
2899|,|217
2900|,|217
2902|,|218
2902|,|218
2903|,|218
2904|,|217
2905|,|217
2905|,|219
2906|,|219
2907|,|217
2908|,|217
2908|,|217
2909|,|217
2910|,|219
2910|,|219
2911|,|217
2912|,|217
2913|,|217
2913|,|218
2914|,|219
2915|,|219
2916|,|217
2916|,|217
2917|,|219
2918|,|219
2919|,|218
2919|,|218
2920|,|218
2921|,|216
2922|,|220
2922|,|220
2923|,|218
2924|,|218
2925|,|218
2925|,|219
2926|,|219
2927|,|220
2928|,|218
2928|,|218
2929|,|219
2930|,|219
2931|,|218
2931|,|218
2932|,|218
2933|,|217
2934|,|220
2934|,|220
2935|,|218
2936|,|219
2937|,|219
2937|,|220
2938|,|221
2939|,|221
2940|,|221
2940|,|221
2941|,|221
2942|,|221
2944|,|220
2944|,|219
2945|,|219
2946|,|218
2947|,|220
2947|,|220
2948|,|218
2949|,|218
2950|,|218
2950|,|216
2951|,|219
2952|,|219
2953|,|219
2953|,|219
2954|,|219
2955|,|220
2956|,|219
2956|,|219
2957|,|218
2958|,|217
2959|,|219
2959|,|219
2960|,|218
2961|,|217
2962|,|217
2962|,|216
2963|,|218
2964|,|218
2965|,|216
2965|,|216
2966|,|218
2967|,|218
2968|,|217
2968|,|216
2969|,|216
2970|,|216
2971|,|218
2971|,|218
2972|,|217
2973|,|216
2973|,|217
2974|,|216
2975|,|218
2976|,|218
2976|,|216
2977|,|216
2978|,|217
2979|,|217
2979|,|219
2980|,|215
2981|,|215
2982|,|215
2982|,|216
2983|,|217
2984|,|216
2985|,|215
2985|,|215
2987|,|215
2988|,|217
2989|,|217
2989|,|216
2990|,|215
2991|,|217
2992|,|217
2992|,|217
2993|,|215
2994|,|215
2995|,|215
2995|,|216
2996|,|216
2997|,|216
2998|,|216
2998|,|216
2999|,|216
3000|,|216
3001|,|216
3001|,|215
3002|,|214
3003|,|215
3004|,|216
3004|,|216
3005|,|214
3006|,|214
3007|,|214
3007|,|216
3008|,|216
3009|,|218
3010|,|214
3010|,|214
3011|,|214
3012|,|215
3013|,|215
3013|,|214
3014|,|213
3015|,|213
3016|,|214
3016|,|214
3017|,|212
3018|,|212
3019|,|212
3019|,|214
3020|,|214
3021|,|214
3022|,|212
3022|,|212
3023|,|212
3024|,|213
3025|,|213
3025|,|213
3026|,|212
3027|,|212
3028|,|213
3028|,|213
3030|,|211
3031|,|210
3032|,|210
3032|,|211
3033|,|212
3034|,|212
3035|,|210
3035|,|210
3036|,|210
3037|,|211
3038|,|211
3038|,|212
3039|,|210
3040|,|208
3040|,|211
3041|,|211
3042|,|211
3043|,|211
3043|,|211
3044|,|211
3045|,|210
3046|,|210
3046|,|210
3047|,|210
3048|,|210
3049|,|210
3049|,|210
3050|,|211
3051|,|208
3052|,|207
3052|,|209
3053|,|209
3054|,|208
3055|,|208
3055|,|208
3056|,|208
3057|,|209
3058|,|209
3058|,|208
3059|,|207
3060|,|207
3061|,|209
3061|,|209
3062|,|210
3063|,|207
3064|,|206
3064|,|208
